"This problem is one that I commonly come across."	[879357, 601234, 2722629, 553922, 1613842, 88857, 224581, 1092380, 16780, 11689, 301073, 89715, 581086, 24595, 1050251, 191740, 2663461, 245622, 197281, 347347, 485576, 330319, 750037, 455583, 593584, 658820, 116660, 2213333, 143714, 574993, 716608, 376599, 2328249, 2256691, 571817, 140831, 1053017, 86436, 1983274, 1648073, 816290, 48106, 2537788, 117050, 766342, 1874607, 524625, 1620995, 466984, 584744, 2020375, 188052, 367524, 1084503, 2520582, 1101337, 838071, 1979425, 1426600, 463558, 2039967, 806334, 1187388, 327625, 4027032, 715962, 43048, 1691339, 617614, 378771, 710446, 1000906, 137529, 2022800, 1948, 2011703, 427614, 65133, 219797, 1727153, 14248, 611527, 1308866, 191867, 2107060, 163333, 558776, 2116255, 1754019, 2958645, 269434, 426284, 173747, 3263027, 2284615, 537539, 814180, 3586654, 871980, 3430719, 664521, 75940, 953074, 5341140, 1947132, 245049, 782573, 3208667, 2474729, 133943, 27982, 1201966, 480071, 446184, 20525, 1018562, 348972, 186651, 655507, 1091395, 1700182, 225602, 1439539, 494244, 1873827, 2994918, 1774017, 443125, 352064, 72039, 668985, 440801, 1081254, 326723, 1615358, 436838, 446797, 493841, 9097, 108874, 589355, 1878486, 1436381, 2902063, 832163, 3441863, 719891, 727353, 1154117, 2722767, 1455481, 179506, 490985, 30198, 261994, 12844, 7230702, 1296289, 1575429, 133779, 61690, 944577, 63177, 753835, 291874, 2806284, 880447, 1772327, 118135, 951027, 432499, 99274, 2966249, 963324, 183892, 863513, 600091, 2781550, 686192, 3694326, 256872, 1813697, 1141110, 240355, 542717, 777243, 199168, 22929, 388449, 819006, 1423537, 2662610, 59139, 503226, 631550, 186078, 547087, 61143, 760590, 514197]
"This question has been asked before. I don't think I can improve on that answer."	[58178, 1242787, 840575, 88312, 538185, 47731, 1641931, 1092380, 1063200, 316452, 240815, 1421476, 170111, 660800, 605204, 287978, 258155, 80098, 440539, 130551, 124489, 1528937, 511621, 120222, 377646, 954574, 116660, 1077734, 442886, 196530, 716608, 338845, 1056685, 969069, 1721208, 140831, 232984, 464502, 257115, 348815, 816290, 378346, 580723, 1041655, 246559, 971974, 545400, 6512, 51398, 445145, 203216, 1069146, 1922329, 645647, 1401772, 1341195, 279235, 50478, 202555, 7338, 87104, 11266, 780336, 445963, 679138, 5582, 2722120, 711716, 967690, 579602, 777440, 548594, 171330, 4588329, 75316, 541271, 1520552, 65133, 1104847, 245601, 820055, 39576, 242783, 84296, 1877530, 163333, 113298, 481188, 605569, 702430, 789814, 1161700, 28564, 19625, 474744, 1283108, 573959, 548348, 74884, 1105932, 294634, 75940, 73840, 1021719, 207904, 158771, 188730, 433077, 288114, 1066150, 2678780, 383489, 370135, 282294, 11333, 305125, 191895, 1486635, 1213929, 256875, 889468, 307949, 1439539, 494244, 619644, 231511, 1622057, 995876, 761265, 937310, 2250750, 669475, 511162, 326723, 109744, 20801, 1746849, 493841, 506786, 110528, 600192, 2550187, 238236, 431560, 55432, 2028006, 719891, 882881, 12545, 1150070, 597287, 216323, 2977201, 30198, 90972, 75534, 99262, 315238, 853023, 132438, 279929, 771703, 63177, 718047, 1561931, 69678, 527483, 794920, 118135, 1952517, 432499, 90731, 34613, 3234640, 425425, 863513, 600091, 1538157, 1824963, 320327, 153653, 77783, 85200, 1231166, 231509, 2059362, 199168, 22929, 388449, 315322, 22958, 278895, 87765, 301796, 39589, 1486062, 663794, 1127907, 172449, 171979]
"This question is answered on wikipedia:"	[4081952, 1857330, 377009, 88312, 390557, 1372314, 1641931, 2410888, 1063200, 1518685, 301073, 1421476, 690915, 844594, 689624, 287978, 258155, 1055210, 5069630, 581121, 200272, 1220847, 511621, 120222, 437991, 1992071, 563589, 2102266, 4871843, 2282459, 1394226, 1416246, 796067, 969069, 1858252, 1897021, 2023439, 1023363, 3553207, 348815, 351848, 489801, 868057, 4804729, 246559, 971974, 2420839, 1560587, 51398, 188033, 203216, 1237773, 3777330, 311325, 1489255, 1647024, 279235, 1509559, 857540, 3465099, 799778, 491512, 1132491, 1237273, 1594673, 5582, 1874832, 1856857, 2357810, 1953183, 777440, 548594, 2721043, 635454, 2882717, 2011703, 1141004, 1066756, 2910937, 2140925, 820055, 331041, 3660672, 2438645, 3484548, 2967629, 339031, 1322316, 605569, 860087, 789814, 4432975, 28564, 4551735, 474744, 1283108, 1343889, 1324260, 474823, 1376602, 294634, 5876398, 1393698, 1320203, 2674708, 605681, 2256617, 1121018, 288114, 1510710, 2300230, 1732022, 1222350, 72103, 962306, 4662394, 2302771, 1814288, 3186927, 280608, 2018516, 1118306, 621529, 200325, 884285, 231511, 150376, 1214929, 174064, 937310, 3209378, 3166392, 289526, 326723, 288614, 20801, 5662445, 108052, 1554622, 428355, 600192, 2709251, 1209042, 767556, 1676743, 98801, 719891, 882881, 2673366, 148441, 1455481, 2003372, 2823343, 3698114, 261994, 2553315, 396818, 1220045, 853023, 132438, 819400, 1329967, 63177, 44976, 1885029, 777823, 526782, 1091816, 291651, 4036167, 14321, 609105, 1600554, 955193, 1030238, 2171108, 2362169, 547653, 1824963, 206341, 762082, 106272, 3342993, 240355, 231509, 2059362, 199168, 22929, 1550142, 43169, 22958, 2425322, 87765, 301796, 206657, 1813715, 764358, 440708, 2953103, 216852]
"This really depends on your twins."	[879357, 667924, 1036913, 553922, 3883769, 1170987, 184755, 2724968, 5097633, 1837736, 301073, 1361148, 690915, 36672, 1050251, 3801361, 3385883, 558554, 136275, 408916, 1077409, 517382, 2440597, 328758, 939858, 1992071, 1931546, 239674, 143714, 588357, 1172343, 214621, 337176, 103123, 2045977, 1897021, 2023439, 1132246, 985541, 37712, 350533, 327214, 1921156, 301173, 2083225, 971974, 439721, 2048300, 6087949, 408224, 551232, 575754, 6551066, 272014, 1370673, 1889654, 5737055, 144037, 236709, 3454049, 2019287, 806334, 1187388, 1138930, 4015747, 715962, 2270999, 1175718, 2307774, 356874, 3308832, 1459265, 1131758, 1608004, 487683, 246008, 5691743, 1433970, 174064, 1446517, 1868442, 274307, 1066277, 555087, 1472867, 2474678, 1284239, 180573, 4272850, 192914, 2253690, 905150, 6124057, 1025316, 2284615, 1506014, 1343889, 913509, 925948, 525762, 159717, 2015371, 392676, 278385, 495279, 913851, 330355, 3057572, 1877020, 3265046, 2234124, 1319400, 28177, 446184, 1926303, 106797, 336451, 491234, 655507, 2236422, 3482308, 2432820, 776188, 252365, 1873827, 737576, 2734718, 2042979, 1341641, 937310, 668985, 2137282, 1691427, 179420, 360001, 1951914, 4369295, 3992775, 696143, 428355, 1213077, 1418891, 405360, 831219, 96554, 1060520, 389749, 633099, 1303176, 1116050, 128849, 299956, 3312856, 647259, 261994, 2296190, 1004062, 1826046, 2552559, 3835662, 1649784, 1368390, 63177, 2983779, 1730002, 572805, 1588214, 629545, 291651, 4358009, 482885, 6068925, 2966249, 324623, 1955251, 2171108, 260868, 418099, 1824963, 4503334, 762082, 1873168, 1897632, 3577307, 231509, 633797, 199168, 22929, 948920, 4176700, 22958, 3811139, 311767, 2285824, 274934, 490661, 1080353, 4845663, 972429, 669361]
"This recipe just has a lot of liquid in you can see her dressing is very fluid."	[1669521, 1092188, 1036913, 553922, 514178, 481876, 735686, 503778, 698044, 309079, 301073, 1009241, 261753, 36672, 869141, 404967, 188459, 205250, 136275, 196572, 200272, 276548, 401373, 140103, 904489, 954574, 185452, 193556, 337518, 1176981, 751244, 214621, 488859, 24576, 1222078, 89946, 207303, 629642, 985541, 1044386, 570843, 320630, 335865, 842221, 1676930, 337467, 212185, 1102682, 299170, 504821, 217931, 1069146, 102129, 601185, 164847, 1647024, 1388695, 1256358, 236709, 1729511, 514348, 943813, 925401, 81316, 195786, 133340, 547244, 414230, 183232, 41430, 311161, 267713, 393108, 844661, 17375, 246008, 385479, 949828, 891948, 1760128, 801620, 142907, 586424, 84296, 878970, 204851, 113298, 90102, 4757167, 192914, 680494, 696042, 1530037, 1018150, 1911, 37300, 320120, 4792, 2205709, 923035, 50133, 1063439, 481187, 278385, 741012, 90924, 147491, 597388, 769610, 39433, 778575, 167829, 1314359, 67521, 541914, 137406, 336451, 491234, 38881, 527077, 84445, 958580, 553594, 271240, 348908, 1015493, 306078, 995876, 1341641, 122240, 769568, 409593, 392127, 182164, 1180014, 297378, 479502, 396554, 11577, 98181, 642657, 76592, 1425698, 1097113, 96554, 1060520, 719891, 706577, 778144, 148441, 128849, 522309, 70946, 526253, 261994, 2296190, 99262, 495966, 1307676, 459038, 110331, 505643, 63177, 2463563, 1146387, 370673, 430669, 2825436, 66900, 465071, 528950, 40440, 34613, 647865, 1030238, 871862, 68970, 551326, 288279, 923566, 4518, 1367976, 1848064, 240355, 285974, 303521, 44397, 22929, 794998, 2075531, 708260, 1088625, 699975, 531610, 143351, 490661, 134821, 934653, 556607, 171979]
"This should help, it's not precisely exact, but you can probably figure it out from here."	[530324, 296005, 174095, 425321, 514178, 544813, 1527294, 669177, 523180, 385885, 60487, 1270183, 261753, 774153, 272805, 1001698, 6473, 97015, 136275, 22783, 124489, 597006, 313307, 666278, 939858, 11283, 203258, 95962, 176164, 244676, 7364, 214621, 1743972, 545567, 2045977, 1076152, 779474, 453105, 985541, 67018, 570843, 614980, 114931, 780565, 698318, 774030, 114329, 583237, 1220893, 584744, 236555, 295740, 837291, 311325, 164847, 189517, 455437, 1564724, 87302, 615699, 514348, 11266, 162582, 846750, 570891, 715962, 547244, 325730, 314687, 187456, 255133, 53322, 1095939, 803207, 486724, 490084, 1681516, 138714, 1566297, 80205, 340526, 830253, 821340, 84296, 2138475, 204851, 113298, 143387, 1025897, 702430, 680494, 380501, 181990, 38472, 617231, 1048661, 133937, 4792, 31584, 596490, 1736875, 527263, 481187, 278385, 358061, 86089, 528836, 279142, 166418, 1433676, 229256, 35774, 768476, 67521, 108663, 68140, 359517, 491234, 38881, 564902, 109273, 958580, 818294, 135670, 438219, 1044692, 682254, 319654, 244618, 440642, 1162528, 466809, 1273459, 182164, 793277, 891587, 403089, 219120, 352682, 110528, 2234704, 211044, 836477, 1380652, 96554, 1060520, 719891, 574860, 207585, 536746, 128849, 354991, 188839, 526253, 33908, 845467, 99262, 524720, 793076, 851008, 238819, 537537, 63177, 1020563, 291874, 795165, 125741, 2803107, 78375, 111554, 432499, 52220, 1092353, 1446423, 118283, 266334, 796982, 538838, 312873, 231890, 256872, 399471, 1019513, 471632, 285974, 45967, 199168, 22929, 62729, 629933, 222991, 88565, 178208, 471884, 528787, 490661, 15572, 152580, 32849, 171979]
"This should not be an issue in big stations."	[4410851, 490817, 84687, 553922, 1427633, 295256, 1037580, 971894, 2198760, 2037963, 301073, 2086138, 690172, 1221629, 1050251, 287978, 1020768, 97015, 6583016, 2226307, 1760336, 276548, 313307, 517981, 939858, 462121, 304909, 1340132, 1692411, 625227, 1137289, 372837, 1743972, 1822228, 1721208, 1959438, 255524, 2673311, 3652482, 2201675, 816290, 2450683, 237227, 233171, 218530, 1257718, 212185, 583237, 1183112, 4928985, 203216, 1069146, 114103, 272014, 1489255, 551769, 790342, 2349298, 199180, 1704973, 680965, 562076, 1218111, 1237273, 521297, 5582, 5005623, 1385692, 1318915, 41430, 777440, 266248, 1549707, 803207, 4253200, 413037, 1831340, 138714, 487536, 78965, 820055, 331041, 3023731, 1599400, 160202, 204851, 196521, 235420, 538783, 589299, 789814, 2186798, 181990, 3024879, 474744, 1283108, 1343889, 550672, 474823, 312272, 3360550, 527263, 1393698, 474876, 11553, 153446, 3625669, 279142, 5693885, 906980, 841570, 1147950, 1222350, 461691, 4273926, 263611, 5669914, 1489198, 818327, 280608, 2780423, 3824699, 818294, 135670, 2299694, 231511, 761796, 1214929, 761265, 731540, 228918, 1160199, 1691427, 245933, 1882010, 891587, 3785256, 237850, 431348, 130963, 600192, 2709251, 1971009, 831219, 301433, 3763963, 204051, 4199968, 2074960, 1150070, 1455481, 947429, 188839, 1590658, 261994, 2943599, 3971470, 958137, 853023, 132438, 2327741, 1368390, 63177, 945002, 47812, 2161388, 1662359, 1091816, 291651, 465071, 2323833, 1304069, 205405, 2857390, 118283, 30205, 640882, 379365, 312873, 2585048, 647945, 106272, 2839121, 240355, 542717, 45967, 199168, 22929, 61441, 447428, 1520115, 88565, 87765, 63549, 4532875, 1488625, 975890, 871622, 2953103, 126898]
"This sound like a very bad idea."	[1213450, 1117115, 6252702, 553922, 905131, 544813, 1527294, 1211102, 951252, 351049, 301073, 2737438, 557273, 1222140, 289632, 741198, 4968922, 3200016, 2521537, 690334, 581302, 4480808, 957984, 97176, 939858, 1992071, 722169, 288992, 8851967, 534453, 717141, 3111304, 1743972, 1822228, 1222078, 39917, 352242, 949282, 2316930, 1528902, 816290, 320630, 5816701, 1091020, 834277, 1570825, 669373, 2582146, 1446121, 504821, 1047596, 2946486, 1552616, 2614230, 19337, 1431451, 139772, 1884626, 1405274, 1235970, 1036663, 1638710, 1218111, 1237273, 199708, 326698, 5131216, 1190929, 1014217, 1701252, 3214816, 694755, 698149, 731232, 2794555, 1670857, 223636, 6381227, 732043, 2310497, 1977479, 691566, 2391599, 367696, 88188, 342760, 2174488, 1473155, 1341372, 1427946, 1075567, 453540, 5733990, 132988, 2274676, 2324115, 544830, 392686, 338723, 1138692, 1507361, 49864, 36298, 1411585, 5355885, 6983162, 307250, 597388, 3071109, 4906, 1011760, 3137745, 1533211, 461691, 2658108, 653276, 2058348, 542283, 236493, 131653, 1062735, 4182969, 107873, 494244, 348908, 1388602, 2372616, 1005011, 307103, 937310, 292403, 4185858, 392127, 326723, 688841, 1287559, 5662445, 3992775, 6061946, 130963, 1149535, 251743, 151330, 1974228, 1793304, 822653, 112309, 706577, 2374617, 1071236, 1455481, 522309, 5583030, 4350141, 261994, 3691347, 458226, 1226506, 5012606, 924088, 110331, 641557, 63177, 377946, 1361965, 6323921, 1939158, 466531, 291651, 1587411, 1049288, 40440, 2966249, 4805895, 118283, 1460776, 3795113, 1338464, 312873, 297447, 134507, 2599583, 860508, 528916, 378517, 3637546, 199168, 22929, 62729, 3767952, 451124, 840206, 699975, 1170263, 1172359, 541710, 1123941, 934653, 187265, 870632]
"This sounds a bit unusual."	[403626, 1117115, 1986191, 224035, 930766, 135338, 1527294, 1100034, 76937, 2031204, 301073, 2538919, 690915, 324653, 1050251, 1154708, 24541, 2120345, 93153, 1894072, 581302, 1273624, 8652787, 97176, 900921, 1992071, 1728390, 288992, 176164, 2282459, 949369, 6069484, 1743972, 1822228, 1222078, 3474607, 336870, 2741976, 5962273, 3451236, 816290, 538147, 2785876, 1224904, 834277, 4565387, 2991382, 682759, 1446121, 2165521, 1047596, 676658, 605608, 4229575, 507812, 1431451, 3392751, 2349298, 1405274, 63515, 2664729, 793100, 1219158, 1237273, 199708, 133340, 4228069, 2447375, 1014217, 1701252, 3214816, 694755, 2327347, 3424595, 5362523, 3062551, 966905, 2979192, 732043, 4911480, 1041408, 165464, 891860, 5553302, 88188, 102763, 339031, 3947979, 5972987, 1749, 3302279, 3492010, 2957194, 3086908, 1391201, 1634872, 741025, 12212, 338723, 329209, 3750211, 1026212, 1393698, 315776, 529901, 605681, 330355, 3203879, 3306619, 1342851, 1241115, 6019915, 1533211, 461691, 1631128, 653276, 1295032, 1357239, 321158, 924015, 1062735, 4182969, 1439539, 329023, 4529288, 737576, 17033, 2667151, 1398537, 836288, 228918, 137189, 1691427, 326723, 688841, 9363130, 4450976, 237850, 2868778, 428355, 2544658, 786013, 151330, 1974228, 1793304, 2995481, 719891, 633099, 240570, 1998594, 1455481, 1041146, 340279, 2991856, 261994, 192304, 5658648, 1226506, 317712, 1392432, 2752770, 1368390, 63177, 5833848, 1884459, 3967758, 1939158, 421096, 291651, 3073275, 3265695, 316491, 205405, 1325802, 118283, 505064, 108611, 5006435, 312873, 817770, 762082, 793422, 2364353, 4033172, 542717, 3750044, 199168, 22929, 62729, 2556501, 5708997, 840206, 699975, 387916, 996532, 1356666, 11822176, 4520338, 6347251, 2614586]
"This varies by institution."	[2485859, 1037621, 306934, 483681, 611611, 3746974, 3019855, 2724968, 1305172, 561611, 301073, 5221554, 690915, 3030992, 1050251, 160823, 825231, 1994875, 926429, 6974421, 3429044, 3144197, 1764306, 6262138, 939858, 1213976, 992941, 952481, 620384, 2282459, 3034771, 3747836, 5105432, 969069, 2045977, 1851755, 1851138, 1623127, 1070858, 944879, 436926, 3373054, 1559885, 2426654, 3370310, 3325829, 3040876, 726821, 4351372, 4383186, 468840, 5814254, 2966179, 789688, 166849, 1889654, 2360188, 5883631, 1426600, 1802411, 3289532, 491512, 7732226, 1028116, 5706254, 5582, 4219621, 720538, 4034852, 41430, 1138583, 135799, 854831, 2028741, 2351258, 616634, 3906, 344352, 1115297, 6140879, 820055, 3158785, 1666649, 3422011, 1472867, 755735, 4319852, 402045, 237935, 74726, 2996837, 2284876, 1476909, 5045287, 474744, 1656521, 480788, 4300019, 474823, 2657250, 7505307, 2013582, 945574, 511874, 2430612, 1273601, 1877637, 4198730, 373774, 906980, 7963940, 2961486, 811749, 461691, 4246395, 6221846, 2302771, 713735, 2316121, 280608, 2018516, 2534749, 1439539, 494244, 280851, 231511, 218283, 1757219, 761265, 937310, 424155, 1074489, 1691427, 326723, 1045198, 6889634, 84773, 2716054, 1410926, 428355, 600192, 2709251, 1188093, 1731418, 458717, 1444219, 719891, 882881, 1241081, 1150070, 1455481, 299956, 1400271, 893390, 261994, 4845746, 4941638, 1780819, 3229467, 2573721, 1202440, 1368390, 63177, 3665510, 2524234, 2840798, 5084889, 1018465, 291651, 465071, 89022, 1877753, 2079928, 4223503, 1539618, 2171108, 738985, 1456950, 375527, 2459562, 762082, 245581, 3342993, 6106192, 542717, 764250, 199168, 22929, 1550142, 315322, 1791451, 319423, 87765, 301796, 4055432, 713162, 1729487, 3025404, 2500057, 216852]
"This very much depends on your institution and your professor."	[325607, 667924, 1036913, 553922, 905131, 769308, 705005, 2724968, 1305172, 351049, 301073, 1421476, 146876, 539271, 31377, 160823, 505568, 558554, 136275, 690334, 1077409, 517382, 957984, 2005757, 939858, 465961, 1931546, 239674, 143714, 2282459, 645469, 214621, 337176, 969069, 192920, 453947, 352242, 453105, 407442, 37712, 350533, 1468455, 1921156, 358315, 2252496, 133279, 2250423, 196306, 204618, 329330, 203216, 1237773, 1552616, 789688, 2694927, 1341195, 1555759, 144037, 866008, 656398, 1943836, 242018, 1187388, 846750, 1673404, 5582, 2705349, 1015034, 1596914, 41430, 777440, 1570368, 854831, 797796, 1017872, 246008, 23399, 344352, 937707, 647615, 820055, 421382, 1185348, 811850, 1472867, 418065, 383475, 402045, 2248496, 192914, 789814, 905150, 1476909, 1890207, 474744, 230406, 814180, 782702, 474823, 1138692, 544781, 2015371, 36298, 278385, 654026, 913851, 330355, 973180, 373774, 906980, 1636858, 443403, 28177, 446184, 727106, 865043, 260592, 491234, 2316121, 280608, 289413, 2432820, 776188, 252365, 280851, 231511, 218283, 443125, 307103, 937310, 668985, 2038639, 1691427, 179420, 1788982, 1951914, 84773, 2716054, 1374349, 428355, 600192, 112608, 405360, 1731418, 96554, 822653, 389749, 478796, 515515, 1071236, 128849, 299956, 2157409, 647259, 261994, 845467, 458226, 1296289, 804826, 132438, 110331, 75350, 63177, 904314, 1730002, 347010, 2440069, 629545, 118135, 465071, 432499, 3575080, 328038, 1883460, 1305753, 2171108, 490100, 418099, 375527, 2956266, 256872, 1015141, 860508, 683306, 231509, 174772, 199168, 22929, 1281577, 2075531, 22958, 6969, 87765, 248157, 3982048, 490661, 1200848, 3025404, 972429, 216852]
"This will depend on the university."	[1207672, 847243, 3901534, 553922, 1435137, 2352591, 577513, 2724968, 1198917, 4983995, 256363, 1421476, 690915, 475211, 1050251, 1679349, 24541, 4089998, 5831108, 690334, 1077409, 517382, 6498931, 1504980, 149485, 1926034, 535151, 658191, 4441099, 2282459, 4188734, 5288843, 337176, 2430623, 1248508, 594876, 1169389, 38615, 2866462, 37712, 350533, 2067588, 1285308, 1689721, 1108611, 971974, 601788, 2582146, 1646496, 408224, 305586, 1614144, 2358618, 502035, 2805564, 949609, 3392751, 144037, 1426600, 63515, 1251791, 806334, 1187388, 710703, 4015747, 225679, 1192729, 3874660, 1937902, 4105826, 2919784, 691326, 1131758, 2405757, 3646061, 1710034, 1141004, 4583059, 2340474, 1446517, 837220, 6027613, 1341090, 5165442, 1657726, 876790, 5022919, 888690, 4583861, 2424836, 2115096, 547668, 503453, 198440, 1625012, 684711, 1343889, 1585355, 925948, 3702754, 544781, 75940, 36298, 338896, 3166881, 913851, 1486900, 2307966, 1105579, 1305088, 2530796, 4662059, 28177, 72103, 1926303, 865043, 2484660, 1814288, 945919, 245421, 2516936, 1942196, 705493, 138405, 2927152, 957284, 803342, 2667151, 174064, 937310, 1826783, 1975872, 1691427, 179420, 288614, 2588318, 247634, 1556358, 323417, 428355, 1149535, 1312206, 383017, 709671, 3456115, 822653, 389749, 117731, 12545, 1071236, 700289, 798028, 2362646, 30198, 261994, 2008261, 5616126, 315238, 2978656, 1460600, 1649784, 101459, 63177, 38778, 1730002, 572805, 4006698, 113340, 291651, 1587411, 14321, 1579849, 620089, 2704908, 5608178, 1713344, 108611, 418099, 1824963, 1209055, 698381, 3042305, 860508, 1946704, 231509, 2986289, 199168, 22929, 334270, 43169, 22958, 3028118, 3344, 2285824, 2435104, 1813715, 1727999, 1289997, 172449, 514197]
"This will heavily depend on the specific country you are talking about."	[879357, 1040662, 1597651, 118471, 514178, 2352591, 476575, 171165, 16780, 351049, 148839, 1421476, 690915, 55926, 588839, 955976, 386344, 342811, 136275, 1073751, 1077409, 517382, 781152, 97176, 149485, 163, 535151, 288992, 926522, 2282459, 1530155, 214621, 318290, 55874, 38940, 586871, 21829, 38615, 985541, 37712, 350533, 1097495, 279303, 832175, 1108611, 319724, 587036, 1553549, 843871, 408224, 551232, 1744295, 1859110, 302554, 164847, 949609, 780997, 144037, 650838, 2103402, 1230408, 134899, 860955, 694262, 570891, 715962, 43048, 642122, 1940255, 187456, 2313342, 691326, 1131758, 323306, 1948, 727026, 378148, 1003776, 451554, 1158024, 837220, 830253, 586424, 1344704, 88188, 521552, 455042, 328024, 164216, 1961543, 413791, 4115, 40240, 1000099, 699529, 137146, 651166, 4792, 900884, 144685, 8438, 75940, 36298, 278385, 288005, 121121, 1276250, 136944, 106614, 362802, 778575, 703656, 28177, 67521, 108663, 865043, 516576, 491234, 655507, 527077, 139980, 291121, 297665, 494244, 1482969, 957284, 1726005, 1036221, 174064, 937310, 301781, 440801, 836496, 179420, 288614, 2698229, 1838714, 628083, 568771, 393281, 1149535, 1312206, 373803, 1028595, 96554, 822653, 389749, 727353, 12545, 1071236, 128849, 798028, 831812, 30198, 97365, 405176, 458226, 315238, 2426633, 2348128, 1487784, 101459, 63177, 38778, 380988, 120866, 304773, 466531, 291651, 477064, 14321, 455772, 620089, 1446423, 213393, 159120, 545148, 418099, 916699, 1209055, 762082, 1248182, 766573, 471632, 231509, 103848, 199168, 22929, 1281577, 43169, 22958, 3256968, 311767, 800023, 528787, 490661, 745782, 152580, 172449, 514197]
"This will, as the very first and foremost thing, allow you to place plenty of them."	[400030, 1090993, 1868760, 553922, 905131, 416956, 2756768, 409934, 296838, 316452, 29910, 784529, 255782, 509132, 477034, 2247878, 1515269, 205250, 136275, 616786, 188533, 625414, 113300, 1436345, 149485, 1084746, 535151, 124995, 598443, 196530, 1827377, 214621, 523149, 132800, 54274, 453947, 207303, 271760, 190116, 365433, 351848, 690016, 580723, 56628, 585005, 1177676, 93484, 2582146, 210026, 1512540, 203216, 295740, 638951, 601185, 835077, 949609, 465624, 770571, 202555, 1400140, 514348, 370223, 280755, 25595, 570891, 79355, 1048989, 152098, 64564, 342650, 777440, 615574, 393108, 658110, 1673940, 1013755, 1268851, 13276, 174064, 1059388, 75577, 1335778, 152544, 289674, 908184, 521552, 50122, 143387, 823217, 34482, 789814, 547668, 1091644, 19625, 806804, 583729, 1157592, 2720945, 74884, 999524, 148284, 75940, 36298, 40901, 731639, 1598331, 208238, 1121018, 690680, 1305088, 88562, 35774, 370135, 72103, 329206, 1717651, 602562, 230175, 38881, 148568, 2176184, 9425, 288831, 494244, 348908, 349977, 1622057, 126575, 307103, 689709, 209996, 2919822, 417880, 309398, 495334, 1234397, 96445, 568649, 1058271, 162032, 1149535, 734015, 2882230, 1726663, 55432, 822653, 140207, 1016049, 2410885, 546495, 128849, 522309, 809334, 30198, 261994, 2447620, 338847, 662287, 853023, 132438, 110331, 101459, 63177, 38778, 272451, 69678, 527483, 46187, 291651, 1075937, 559290, 741958, 85580, 98858, 2084732, 159061, 279563, 551326, 459068, 3845037, 330400, 77783, 860508, 471632, 542717, 960179, 199168, 22929, 679795, 43169, 1810024, 565686, 3505051, 332343, 1505755, 229602, 613714, 1008638, 1116864, 514197]
"This would be a bad idea."	[2366482, 1847142, 9624835, 553922, 5172571, 1431906, 2345322, 1627654, 951252, 1119661, 301073, 3616805, 690915, 4446511, 289632, 3614040, 1178786, 80098, 2521537, 2520461, 4032960, 1675982, 4459793, 4097998, 377646, 1992071, 535151, 1555190, 5429144, 563254, 1495474, 4741737, 1386728, 3505604, 415660, 594876, 4757537, 1038774, 2316930, 1528902, 816290, 2608750, 4317131, 1050696, 218530, 1257718, 897529, 583237, 7168085, 504821, 1556042, 3463260, 1344161, 1486149, 19337, 1889654, 139772, 1884626, 1426600, 1318777, 680965, 562076, 1121942, 1237273, 691452, 715962, 5131216, 1190929, 1318915, 2574368, 3308832, 3547691, 2557067, 8143709, 4065629, 2572973, 2235785, 138714, 1422630, 245601, 4361232, 2974164, 3023731, 367696, 1657726, 342760, 2174488, 235420, 1341372, 1749, 1075567, 453540, 5202570, 1516913, 2228940, 2324115, 1343889, 3182924, 377841, 690771, 416495, 527263, 1393698, 2919664, 11553, 2100005, 307250, 1882073, 3071109, 4906, 1011760, 3137745, 1533211, 461691, 1631128, 5671043, 1345225, 542283, 236493, 1400874, 4203056, 4799564, 1439539, 494244, 5616192, 1388602, 761796, 1005011, 1398537, 937310, 1550661, 4185858, 392127, 245933, 2157406, 891587, 5662445, 3237515, 6524295, 130963, 2544658, 251743, 1971009, 9208491, 2806768, 1381151, 702021, 4569938, 2074960, 5329352, 597287, 1388382, 7303798, 4350141, 261994, 3691347, 2150573, 5504881, 4314381, 924088, 2114650, 1368390, 63177, 377946, 1361965, 4471663, 1662359, 5277960, 291651, 1751275, 1049288, 40440, 1237031, 4832638, 7848152, 1460776, 361130, 3863025, 3779957, 893426, 134507, 3244404, 2364353, 528916, 542717, 1771005, 199168, 22929, 2111686, 7586485, 451124, 88565, 699975, 2285824, 1172359, 541710, 236232, 183761, 187265, 126898]
